id,allelectrons_Average,density_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,Hardness
2643,0.0,0.69207,0.0,0.0,0.0,0.0,1.5
2644,10.5,0.84161,5.5,22.8103284375,11.218465625,2.81875,6.0
2645,10.6,1.07443,4.8,21.593638,11.82448,2.857,3.8
2646,14.4,3.52219,4.8,31.574635600000004,10.0975047,2.684,5.5
2647,10.0,0.8059,5.0,20.255278375,11.026725,2.79,7.5
2648,24.0,3.72067,4.0,53.4902975,11.2603,2.115,3.8
2649,22.8,1.26278,5.6,49.204038,10.13144,2.352,1.5
2650,12.3,1.3008,4.8,25.023328,10.0743,2.665,5.5
2651,24.75,4.11583,5.5,53.4902975,10.5015125,2.295,2.0
2652,10.0,0.76486,5.333333333333333,20.325236749666672,13.652933333333332,2.986666666666667,5.5
2653,11.3,0.60442,4.3,23.099694928,12.20004,2.845,3.8
2654,11.6,1.03196,4.8,24.085483,12.22274,2.644,5.0
2655,11.5,0.75585,4.333333333333333,23.033434166666662,11.000683333333331,2.6308333333333334,5.5
2656,10.0,0.85549,4.8,20.3920334,11.10535,2.755,6.0
2657,10.0,0.77105,4.625,20.322035645125,10.39875,2.6253125,5.5
2658,12.666666666666664,1.81103,4.666666666666667,26.621686666666665,11.354766666666668,2.7433333333333336,6.2
2659,10.3,1.00843,4.7,21.9893120372,10.78917,2.665,5.5
2660,12.6,1.02525,4.0,26.2038268,11.33182,2.845,6.0
2661,27.6,3.8764,5.2,65.56541800000001,11.23408,2.826,4.0
2662,12.0,1.26278,4.0,24.50301875,11.14446,2.727,6.0
2663,10.0,0.82747,5.333333333333333,20.02735333333333,11.23408,2.9266666666666663,6.5
2664,7.354497354497355,0.53914,3.3492063492063493,14.629434503968255,12.4174208994709,2.5972222222222228,3.5
2665,48.0,7.715,4.0,116.3255,9.8771,2.445,2.0
2666,30.66666666666667,3.1504,5.0,67.9394,9.65936,2.2225,3.8
2667,10.714285714285714,0.94589,4.761904761904762,20.323313857142857,10.584314285714289,2.683809523809524,5.8
2668,15.5,1.35045,4.5,31.937418,11.82415,2.675,5.0
2669,7.5,0.9328,4.5,15.69310028,11.2599555555557,2.79,4.3
2670,19.33333333333333,2.70793,4.666666666666667,39.987666666666655,11.755999999999998,2.826666666666666,6.0
2671,9.2,0.72824,4.8,18.439538,11.023840000000002,2.502,5.5
2672,17.2,2.53683,4.8,39.466738,11.46526,2.752,6.0
2673,12.6,1.56776,4.8,25.7926972413,11.17714,2.884,6.0
2674,10.8,0.1391,4.8,21.82420185,10.93895,2.81,5.8
2675,10.8,1.06784,4.4,21.654418,10.093714,2.7270000000000003,5.5
2676,10.0,0.96683,4.8,20.016938,11.28095,2.755,6.0
2677,39.5,5.48,4.0,72.2365,9.1302,1.98,3.0
2678,31.0,6.77567,4.8,70.92449475,9.350333333333332,2.19,3.8
2679,9.0,0.6415,4.0,18.5045363965,11.22030975,2.6725000000000003,5.0
2680,11.6,1.00627,4.8,24.033618,10.98774,2.8280000000000003,4.0
2681,15.666666666666664,1.66969,4.666666666666667,33.97391,10.95316666666669,2.736666666666667,6.5
2682,22.33333333333333,5.97378,4.4,54.026915,11.82415,2.8266666666666667,2.5
2683,6.0,0.38618,3.0,14.610803,12.41584,2.77,2.8
2684,9.0,0.27146,4.8,18.5863611398,12.63188,2.8355,2.8
2685,13.5,1.182,4.8,28.94401875,10.0743,2.295,5.5
2686,10.0,0.99502,4.8,20.9941265318,10.75912,2.774,5.5
2687,64.4,1.38697,5.6,160.15216,8.31996,2.0200000000000005,1.8
2688,10.0,0.83076,4.8,20.077018,11.33044,2.7060000000000004,5.5
2689,21.8,2.01939,4.0,49.204038,11.79886,2.805,4.0
2690,25.83333333333333,1.42396,4.666666666666667,54.27519833333333,11.755999999999998,2.8716666666666666,5.8
2691,18.0,1.37405,4.0,36.0685,8.2366,1.79,4.0
2692,12.0,1.51092,4.0,24.808518,11.64556,2.675,3.8
2693,15.219512195121949,1.92091,5.473684210526316,31.574635600000004,11.421805263157896,2.872631578947369,4.5
2694,23.5,5.2085,3.1,45.87725,8.31996,2.3080000000000003,2.5
2695,11.0,1.12928,4.8,24.808518,11.14446,2.825,6.0
2696,22.8,3.78486,4.4,49.224449375000006,9.370384,2.884,2.5
2697,10.0,0.91543,5.0,20.3920334,11.1479375,2.545,5.8
2698,31.2,4.86552,4.4,74.71870600000003,11.43734,2.74,6.3
2699,21.0,2.13111,4.666666666666667,50.46236066666666,11.654066666666669,2.7466666666666666,5.8
2700,11.6,1.00244,4.8,23.0113257,10.347,2.5860000000000003,4.3
2701,14.333333333333336,2.95748,4.8,31.574635600000004,11.43734,2.53,2.8
2702,11.0,1.13436,4.0,23.099694928,11.023840000000002,2.545,5.0
2703,13.6,2.6108,4.8,29.568292,11.64556,2.805,6.0
2704,22.0,4.45755,4.666666666666667,50.61352,11.6284,2.8766666666666665,6.0
2705,28.5,3.59589,5.5,67.8814264102564,11.6104,2.8355,3.5
2706,49.0,7.66,4.0,119.6295,8.12415,2.295,2.5
2707,12.1,1.38697,4.8,26.2038268,10.75912,2.7275,5.5
2708,50.0,7.775,3.2,117.386335,8.2366,2.24,2.5
2709,14.333333333333336,1.8288,4.666666666666667,29.159414333166666,9.101866666666666,2.352,6.0
2710,27.6,3.1504,5.6,65.56541800000001,8.31996,2.3080000000000003,1.8
2711,13.088235294117649,0.8506,3.71875,28.90865937875,10.994740625,2.5840625000000004,5.5
2712,31.714285714285715,4.8568,5.428571428571429,70.86454624999998,9.0611,2.2742857142857145,4.5
2713,15.2,3.1504,4.6,31.937418,11.023840000000002,2.7960000000000003,2.8
2714,11.609756097560975,1.51619,4.682926829268292,23.659643902439026,11.48739512195122,2.658536585365853,5.5
2715,44.0,9.54775,4.0,108.295515,9.273855,2.53,2.5
2716,11.0,0.73829,4.0,22.212725,11.340425,2.55,5.3
2717,14.8,1.83476,4.8,30.341818,11.909720000000002,2.884,3.8
2718,10.8,0.71978,4.8,21.654418,11.11696,2.7270000000000003,6.0
2719,12.1,1.12352,4.8,24.88692185,11.177555000000002,2.7845,6.0
2720,13.6,1.4092,4.8,29.525338,11.5619,2.805,5.0
2721,10.0,1.00669,4.8,20.2988926326,12.04083,2.755,5.5
2722,10.0,1.00244,4.8,20.213348778,11.33044,2.7060000000000004,5.5
2723,9.902439024390244,0.52225,4.666666666666667,19.813180487804875,11.362826829268291,2.7002439024390243,5.5
2724,28.5,4.28689,4.5,68.16233625,11.82448,2.684,6.0
2725,15.2,3.72067,4.0,31.937418,11.14446,2.684,6.0
2726,31.8,5.86433,5.6,74.71870600000003,9.370384,2.884,3.5
2727,13.5,1.79607,4.25,29.525338,10.999625,2.8487500000000003,6.0
2728,12.0,0.66533,4.833333333333333,25.995592785714283,11.234699999999998,2.793333333333333,4.3
2729,10.0,0.69207,4.571428571428571,20.323313857142857,10.584314285714289,2.6128571428571425,8.0
2730,18.0,0.487,4.0,37.346215,12.0278,2.675,5.5
2731,45.0,5.48,5.0,111.599515,10.5174,2.24,2.0
2732,12.2,1.80922,4.8,24.789618,11.16682,2.752,5.8
2733,22.8,4.57578,4.8,49.204038,12.04083,2.585,3.8
2734,23.0,2.96536,4.0,49.224449375000006,11.14446,2.545,5.5
2735,8.88,0.6698,4.6,18.5863611398,12.63188,2.755,2.8
2736,13.6,2.37162,4.8,29.525338,10.59066,2.694,6.5
2737,10.0,0.48409,5.0,20.255278375,11.33044,2.79,5.5
2738,10.0,0.85401,4.0,20.255278375,11.543,2.6725000000000003,6.3
2739,31.33333333333333,5.00311,4.333333333333333,75.83935333333334,9.3432,2.216666666666667,2.5
2740,21.0,3.8764,4.666666666666667,47.98568666666667,11.241433333333331,2.9266666666666663,5.5
2741,31.5,3.47589,4.25,70.86454624999998,9.350333333333332,2.6725000000000003,2.8
2742,50.33333333333334,6.78667,4.666666666666667,121.02273333333332,9.5408,2.843,3.8
2743,12.0,1.27478,4.8,24.808518,11.023840000000002,2.644,6.0
2744,12.571428571428571,1.26278,4.571428571428571,26.19131385714285,10.823814285714288,2.71,8.5
2745,6.666666666666668,0.19112,4.0,13.016128333333334,12.700466666666664,2.77,5.0
2746,41.0,5.325,4.0,93.8846,9.695,2.445,2.5
2747,0.0,0.07675,0.0,0.0,0.0,2.24,1.5
2748,10.333333333333334,0.53649,5.333333333333333,20.766935442,14.163933333333333,3.09,5.0
2749,15.833333333333336,1.08889,4.833333333333333,31.574635600000004,11.239316666666667,2.8716666666666666,6.0
2750,39.5,7.01317,3.5,93.78445,9.65936,2.295,2.5
2751,15.142857142857142,2.41982,4.571428571428571,31.83430285714283,11.1016,2.0200000000000005,6.0
2752,22.0,1.38084,4.666666666666667,51.25268666666667,11.239316666666667,2.8816666666666664,5.8
2753,24.444444444444446,5.80644,4.666666666666667,57.08166000000001,11.634466666666668,2.62,6.5
2754,6.0,0.38618,3.2,11.663548,12.41584,2.518,2.5
2755,10.0,1.027,4.8,20.077018,11.33044,2.7060000000000004,6.0
2756,22.5,3.52072,4.0,47.8025,10.0743,2.295,3.0
2757,20.2,2.41982,5.6,47.3154225304,12.0863,2.8680000000000003,1.5
2758,21.83333333333333,4.8568,5.166666666666667,50.1315,11.533816666666668,2.845,5.8
2759,6.333333333333332,0.35134,3.555555555555556,11.260144444444444,13.093730555555556,2.1866666666666665,2.5
2760,13.6,2.06989,4.8,27.188418,11.20276,2.884,5.8
2761,9.0,1.11572,4.8,18.01515585,11.759620000000002,2.825,1.5
2762,12.4,1.16243,4.8,24.808518,11.0863,2.684,6.5
2763,12.8125,1.0408,4.0,24.085483,11.003309375,2.763333333333333,5.0
2764,13.333333333333336,1.37165,4.666666666666667,27.23653543243333,11.533816666666668,2.845,5.5
2765,13.2,2.01939,4.4,29.525338,10.565180000000002,2.572,6.3
2766,27.0,3.865,4.0,65.80676874999999,9.8771,2.1925,3.8
2767,7.5,0.84019,4.0,14.996859625,11.7051,2.6725000000000003,3.8
2768,14.0,1.3513,4.0,30.341818,11.271455,2.636,6.0
2769,13.6,0.96381,4.8,27.188418,11.61422,2.572,6.0
2770,21.0,2.32089,4.666666666666667,47.98568666666667,11.152833333333332,2.81,4.8
2771,11.0,0.77755,4.666666666666667,22.70020296273016,11.509916,2.637833333333333,5.5
2772,17.2,1.31786,4.8,35.468537,12.0863,2.3080000000000003,4.0
2773,10.833333333333336,0.7901,5.0,20.9941265318,10.716316666666666,2.8266666666666667,5.5
2774,10.0,1.7909,4.8,20.2988926326,12.04083,2.755,2.8
2775,10.0,0.67383,4.666666666666667,20.02735333333333,11.354766666666668,2.848333333333333,6.5
2776,30.5,3.72067,4.8,67.9394,9.300975,2.959999999995,5.5
2777,13.6,2.65644,4.0,29.525338,10.75912,2.884,5.5
2778,18.0,2.26855,4.0,39.568056,9.8771,2.115,2.5
2779,41.0,5.2757,4.0,93.8846,9.695,2.445,2.5
2780,39.5,6.78733,4.0,90.2267,9.695,1.95,5.8
2781,12.0,1.45419,4.0,26.023328,11.28095,2.774,6.0
2782,6.0,0.6698,4.0,11.729290775,12.18425,2.67,5.0
2783,14.8,1.15072,4.4,31.574635600000004,11.14446,2.8280000000000003,6.3
2784,10.0,0.77755,4.8,20.151515,12.04083,2.774,6.0
2785,14.8,0.96683,4.4,30.341818,11.38168,2.684,5.5
2786,6.0,0.13389,3.2,11.663548,12.41584,2.518,2.5
2787,9.5,0.80625,5.0,19.14036490625,11.26033125,2.7275,5.3
2788,12.666666666666664,1.775,4.666666666666667,26.621686666666665,11.354766666666668,2.806666666666666,3.8
2789,31.5,4.57578,4.78125,74.71870600000003,11.47577,2.6615625,2.5
2790,22.8,1.04374,5.6,49.204038,10.13144,2.352,4.0
2791,13.714285714285715,1.50857,4.571428571428571,27.749948095238093,11.0703,2.68,5.0
2792,24.5,4.52989,4.0,53.441338,9.8771,2.115,2.5
2793,10.0,0.8886,4.8,20.077018,11.33044,2.7060000000000004,6.0
2794,6.0,0.51039,3.2,11.729290775,13.06572,2.708,3.0
2795,24.33333333333333,3.1504,5.333333333333333,55.64164,11.5267,2.9216666666666664,6.5
2796,42.5,5.67567,3.5,102.82756,9.1302,2.3080000000000003,2.5
2797,14.4,1.0408,4.8,31.937418,10.600980000000002,2.352,5.5
2798,18.1875,1.68467,4.78125,43.498522,10.904975,2.6615625,6.5
2799,10.0,1.0804,4.8,20.3920334,10.565180000000002,2.708,6.0
2800,5.444444444444446,0.64563,3.676767676767677,10.930223542399998,13.1236101010101,2.7805050505050497,2.3
2801,14.6,1.1521,4.8,29.525338,11.72784,2.757,6.0
2802,8.0,0.53914,4.8,18.439538,11.79886,2.815,5.8
2803,9.2,0.2061,4.4,18.439538,11.79886,2.8360000000000003,3.5
2804,14.6,0.5639,4.0,33.739258,11.50615,2.764,2.5
2805,23.8333333333333,6.78667,4.833333333333331,50.1811,11.6284,2.727,5.5
2806,10.0,0.81244,5.333333333333333,20.325236749666672,11.252966666666666,2.706666666666667,5.5
2807,6.666666666666668,0.60442,4.0,13.016128333333334,12.700466666666664,2.77,2.5
2808,23.0,4.11583,4.0,49.496,10.75912,2.53,2.5
2809,11.0,1.47116,4.0,24.085483,10.0743,2.72,5.0
2810,9.0,0.72489,5.0,18.485977957625,11.719925,2.815,5.8
2811,24.4,5.80644,4.8,53.441338,10.78917,2.352,2.8
2812,7.75,1.95335,3.1,15.57035849983333,13.161829166666667,2.595,2.5
2813,11.714285714285715,1.04374,5.428571428571429,22.536125999714283,11.587057142857144,2.81,5.5
2814,10.0,0.82082,4.8,20.15577185,11.139125000000002,2.755,6.8
2815,6.666666666666668,0.61167,4.4444444444444455,13.261238888888888,11.458755555555555,2.7622222222222224,5.8
2816,11.2,0.49724,4.8,22.521871850000004,11.10535,2.66,6.8
2817,10.0,0.83736,5.0,20.322035645125,12.55187,2.79,3.8
2818,32.0,5.67675,4.5,71.6571,9.0432,2.24,2.0
2819,12.5,1.83476,4.0,24.5691257,11.23408,2.755,6.0
2820,32.0,5.67675,4.0,72.2365,9.6769,2.135,2.3
2821,10.0,0.91543,4.307692307692308,20.44345284615385,10.198130769230769,2.54,6.0
2822,15.0,1.2568,5.333333333333333,34.47077916666667,11.877633333333335,2.875,4.0
2823,10.4,0.97761,4.8,21.9893120372,11.0881,2.8480000000000003,5.5
2824,10.0,0.8117,4.8,20.077018,11.023840000000002,2.68,6.0
2825,13.5,1.07245,4.0,29.525338,10.999625,2.295,6.0
2826,16.5,1.05428,4.666666666666667,36.0685,11.654066666666669,2.9266666666666663,6.5
2827,23.0,1.775,4.0,48.7195,8.21315,1.95,3.0
2828,8.888888888888891,0.6278,4.4444444444444455,16.46247944444445,11.583533333333332,2.6811111111111106,7.5
2829,21.83333333333333,2.04102,4.666666666666667,50.61352,11.6284,2.841666666666667,4.3
2830,9.5,0.85961,4.8,18.5863611398,11.06572,2.754,6.8
2831,32.0,5.2757,4.0,71.6571,9.695,2.445,2.5
2832,11.2,1.12928,4.5,22.9889468,10.93895,2.8240000000000003,6.0
2833,7.4,0.45749,4.8,14.996859625,12.20004,2.721,2.5
2834,9.2,0.59057,5.6,18.5863611398,12.63188,3.443,3.5
2835,10.0,1.96919,4.8,20.213348778,10.91369,2.698,6.0
2836,10.597014925373132,1.12352,4.637019230769232,20.322035645125,11.128571641791044,2.7183894230769234,2.3
2837,7.5,0.62985,4.0,15.69310028,11.95216,2.77,2.8
2838,18.0,0.40528,2.0,37.27215,8.65415,1.99,3.8
2839,48.0,6.2105,4.0,116.3255,9.159866666666668,1.95,2.5
2840,13.0,1.35155,4.0,27.12564571333333,10.5174,2.25375,5.5
2841,18.666666666666668,1.99192,4.666666666666667,41.07402,11.260116666666669,2.806666666666666,6.0
2842,15.0,1.8216,4.333333333333333,33.33735333333333,10.39875,2.58,6.0
2843,17.2,1.7909,4.8,39.466738,11.14446,2.73065,3.8
2844,23.0,3.89105,5.0,49.496,10.347,2.53,2.8
2845,24.5,10.97,5.5,53.4902975,9.0432,2.295,2.5
2846,11.6,0.93673,4.8,22.774804955,11.14446,2.7270000000000003,6.0
2847,11.333333333333336,0.84313,4.666666666666667,22.71843416666667,11.634466666666668,2.806666666666666,5.5
2848,18.0,2.8386,4.8,39.568056,12.0863,2.8680000000000003,1.5
2849,10.0,0.99502,4.78125,20.2988926326,10.98671462451697,2.655,7.0
2850,10.0,0.6508,4.666666666666667,20.02735333333333,11.771733333333335,2.9266666666666663,7.0
2851,10.375,0.38903,3.75,22.212725,12.1934125,2.6703125,3.0
2852,9.5,0.74015,4.5,18.60817185,11.38168,2.708,6.0
2853,10.0,1.86481,4.571428571428571,22.406560856857144,11.173014285714288,2.76428571428572,6.0
2854,42.8,5.2757,3.52,102.82756,9.1302,2.0200000000000005,2.5
2855,9.454545454545457,0.40319,4.363636363636363,18.965812659090904,11.154545454545458,2.654545454545454,2.3
2856,5.625,0.51039,3.5,10.895365749875,13.040525,2.68625,3.3
2857,18.0,1.775,4.0,37.27215,8.65415,1.99,2.0
2858,10.0,0.9328,4.8,20.2988926326,12.04083,2.708,6.5
2859,10.0,1.02048,4.8,20.2988926326,10.565180000000002,2.708,6.5
2860,9.2,1.0627,4.8,18.439538,11.79886,2.805,5.5
2861,10.75,3.26959,3.75,22.111243,12.18425,2.7275,3.0
2862,8.0,0.8886,4.4444444444444455,16.120079066666666,11.683233333333336,2.72,7.5
2863,11.3,0.79244,4.833333333333333,23.033434166666662,10.987245,2.739,5.5
2864,10.5,1.2568,3.75,21.985986,12.06715,2.6575,4.0
2865,19.33333333333333,1.47116,4.666666666666667,39.987666666666655,9.5408,2.33,6.3
2866,6.666666666666668,0.62515,4.0,13.016128333333334,12.700466666666664,2.77,6.0
2867,11.2,0.83154,5.6,23.170338,11.0881,2.502,6.0
2868,13.6,2.2928,5.2,27.188418,10.59066,2.675,5.0
2869,25.2,2.53683,5.6,53.4902975,10.75912,2.298,2.5
2870,9.2,0.7854,4.8,18.5863611398,10.98774,2.8355,6.8
2871,14.285714285714285,1.66969,4.285714285714286,32.94630914285714,10.987245,2.934,2.5
2872,25.2,4.19744,5.2,58.30341800000001,11.23408,2.857,3.3
2873,12.0,1.3748,4.0,24.789618,11.1479375,2.53,5.3
2874,16.5,1.3008,4.5,32.94630966666666,11.17714,2.24,6.0
2875,10.0,0.87554,5.0,20.255278375,11.026725,2.79,5.5
2876,7.5,0.67544,3.5,14.610803,12.39211,2.77,4.3
2877,31.0,5.48,4.0,68.16233625,9.6593625,2.285,5.5
2878,32.0,5.48,4.0,71.6571,9.65936,2.3680000000000003,2.3
2879,19.33333333333333,1.6334,4.666666666666667,39.987666666666655,9.06266666666665,2.33,3.5
2880,23.0,5.67567,4.0,49.224449375000006,9.695,2.205,3.8
2881,12.4,1.15072,4.8,24.808518,10.2968,2.81,4.0
2882,10.0,1.08889,4.8,20.213348778,10.91369,2.755,6.0
2883,7.4,0.6698,3.2,15.69310028,12.3734,2.5660000000000003,2.5
2884,12.8,1.03881,4.8,24.789618,11.38168,2.81,6.0
2885,10.0,0.4966,4.8,20.077018,11.79886,2.904,3.5
2886,10.0,0.7854,4.571428571428571,20.049040685714285,11.168514285714284,2.6128571428571425,7.8
2887,14.333333333333336,1.80256,4.666666666666667,30.55068666666667,11.795966666666668,2.8480000000000003,6.0
2888,13.6,1.47705,4.8,27.188418,10.565180000000002,2.62,6.5
2889,13.6,2.23122,4.0,27.95135333333333,11.749633333333335,2.8240000000000003,5.5
2890,31.66666666666667,5.0988,4.0,75.83935333333334,9.05335,2.216666666666667,5.8
2891,11.6,1.36058,4.8,24.75087845,11.023840000000002,2.755,5.5
2892,13.2,1.06583,4.7,27.188418,11.10535,2.502,3.8
2893,20.0,2.0416,5.6,40.689515,11.75455,2.7960000000000003,2.8
2894,32.0,4.52755,4.0,72.2365,9.706,2.135,3.3
2895,11.2,0.86614,4.8,22.9889468,10.93895,2.7060000000000004,4.8
2896,10.0,1.86069,4.0,20.322035645125,10.629,2.79,5.5
2897,6.666666666666668,0.5043,3.9166666666666665,13.016128333333334,12.041516666666665,2.7266666666666666,1.8
2898,12.5,1.06276,4.8,24.808518,10.600980000000002,2.805,6.0
2899,0.0,0.93456,0.0,0.0,0.0,0.0,1.5
2900,11.8,1.66969,4.8,24.5691257,11.777640000000002,2.698,6.0
2901,12.0,4.75782,4.8,26.2038268,11.340425,2.884,6.0
2902,10.0,0.86162,4.8,20.2988926326,12.04083,2.755,6.5
2903,13.6,1.26278,4.8,29.525338,11.5619,2.94,4.3
2904,18.0,0.69605,4.0,37.346215,8.2366,1.79,4.0
2905,10.0,0.88799,4.8,20.9940862215,10.565180000000002,2.805,6.0
2906,24.5,3.88539,5.5,53.4902975,10.0743,2.295,1.8
2907,44.0,9.08,4.0,108.295515,9.8771,2.67,2.5
2908,12.6,1.7909,4.8,26.385218,11.38168,2.7380000000000004,6.0
2909,18.0,1.85225,5.5,41.83358075,11.026725,2.79,6.0
2910,10.0,0.8135,4.717948717948718,20.23244643589744,12.340588305847074,2.6,3.8
2911,12.8,1.27478,4.833333333333333,26.621686666666665,11.408266666666668,2.7616666666666663,6.5
2912,10.0,1.96919,4.571428571428571,20.323313857142857,12.095814285714289,2.6128571428571425,7.8
2913,20.0,2.312,5.0,47.3154225304,11.38168,2.675,5.5
2914,10.0,0.88024,4.0,20.0468,10.63215,2.375,5.5
2915,8.6,2.01939,3.2,17.7903568,12.41584,2.5660000000000003,2.5
2916,23.5,3.1504,4.0,49.204038,10.0743,2.165,3.8
2917,16.666666666666668,0.27323,5.0,30.61252,11.373216666666664,2.806666666666666,6.0
2918,10.0,0.80454,4.666666666666667,20.236434166666665,10.938358333333332,2.875,5.5
2919,18.0,1.69886,4.0,36.0685,12.0278,2.67,5.5
2920,14.0,1.027,4.0,29.525338,10.0743,2.445,6.0
2921,7.630434782608695,0.6267,4.173913043478262,15.957114377534245,12.85996086956522,2.5517391304347825,2.8
2922,10.0,0.75193,4.8,20.2988926326,12.046624,2.7060000000000004,6.0
2923,36.66666666666666,7.66667,2.6666666666666665,82.59846666666667,8.504133333333334,2.083333333333333,2.3
2924,14.4,2.45933,4.8,31.204917046,11.023840000000002,2.8680000000000003,6.0
2925,9.8,0.56731,4.6,18.5863611398,12.0034,2.545,5.5
2926,36.0,3.90755,5.6,87.21480105433335,10.629,2.545,2.5
2927,14.333333333333336,2.1154,4.5,30.55068666666667,10.29685833333331,2.1266666666666665,5.5
2928,11.2,0.94127,4.625,23.560949575,10.91354375,2.6340625,5.5
2929,18.0,2.2928,4.0,40.93713333333333,9.072366666666667,2.135,5.5
2930,12.666666666666664,0.58991,4.666666666666667,26.024935442,11.667433333333332,2.575833333333333,6.0
2931,10.0,0.84313,4.8,20.2988926326,12.0034,2.675,3.3
2932,39.5,5.07766,5.3,93.78445,9.273855,2.279,2.8
2933,10.0,0.01079,5.333333333333333,20.02735333333333,11.795966666666668,2.9266666666666663,7.0
2934,9.5,0.82121,4.75,19.14036490625,11.9002,2.78,6.3
2935,25.88888888888889,4.44055,4.666666666666667,60.75508666666667,11.447233333333337,2.7622222222222224,6.0
2936,10.0,0.96683,5.0,20.0468,11.026725,2.79,7.5
2937,18.0,1.2398,4.75,41.83358075,11.6604875,2.545,5.8
2938,25.2,2.96536,5.6,58.30341800000001,11.61422,2.884,2.8
2939,31.1,6.16352,4.8,77.36308000000002,11.66048,2.8280000000000003,6.0
2940,7.92,0.58543,4.16,15.69310028,12.046624,2.7136,5.0
2941,23.5,2.0416,5.0,49.204038,11.340425,2.28,5.5
2942,18.0,2.9768,4.0,39.568056,9.085315,2.225,6.8
2943,14.8,2.312,4.4,31.574635600000004,11.288,2.81,6.3
2944,12.666666666666664,1.7909,4.666666666666667,26.621686666666665,11.290033333333335,2.9466666666666668,5.5
2945,11.3,1.8216,4.7,24.085483,10.73364,2.694,6.0
2946,48.0,10.97,4.0,116.3255,9.01375,2.295,2.0
2947,31.0,5.54914,4.0,70.92449475,9.65936,2.298,4.0
2948,15.2,2.13111,4.8,31.574635600000004,11.79886,2.81,2.5
2949,11.0,1.56776,4.8,24.789618,11.909720000000002,2.884,3.8
2950,21.0,2.16955,4.666666666666667,47.98568666666667,9.072366666666667,2.1466666666666665,3.8
2951,12.1,0.89374,4.8,24.88692185,10.909175,2.66,6.8
2952,15.666666666666664,1.55883,4.8,33.97391,11.239316666666667,2.768333333333333,3.8
2953,12.8,1.79607,4.6,26.2038268,10.75912,2.752,5.8
2954,15.5,1.05605,4.666666666666667,33.46149333333333,11.408266666666668,2.766666666666667,4.8
2955,23.5,2.94712,5.3,49.204038,10.0743,2.165,2.5
2956,8.26086956521739,0.5852,4.521739130434782,16.531058067826088,13.176621739130434,2.6460869565217395,7.0
2957,26.5,4.75782,4.125,73.79314375,11.2520375,2.6118750000000004,2.5
2958,18.0,1.57191,4.0,43.43438714285714,12.55187142857143,2.8371428571428576,4.0
2959,18.0,1.47355,4.0,37.27215,8.2366,1.79,2.0
2960,30.5,3.01757,5.5,67.9394,11.61422,2.53,2.5
2961,6.0,1.37165,4.0,12.0096,11.2603,2.55,10.0
2962,7.5,0.62275,5.0,15.9687737,12.0863,2.56775,2.8
2963,50.0,7.66667,4.0,117.386335,8.888349999999997,2.24,2.5
2964,10.857142857142858,0.88802,4.571428571428571,21.518587517857146,10.554,2.647142857142857,5.8
2965,21.83333333333333,0.35134,4.666666666666667,50.1315,11.35495,2.8349999999999995,6.0
2966,6.0,0.40528,3.0,11.663548,12.41584,2.24,2.5
2967,24.33333333333333,4.19744,4.4444444444444455,57.09384666666666,11.458755555555555,2.793333333333333,6.0
2968,10.0,0.66668,5.333333333333333,20.766935442,14.163933333333333,3.09,3.5
2969,19.0,3.3354,4.0,40.689515,11.50615,2.545,4.0
2970,14.0,1.8013,5.0,31.574635600000004,9.706,2.625,5.3
2971,18.0,2.8386,5.6,39.568056,12.0863,2.8680000000000003,2.5
2972,10.0,0.75796,4.8,20.0468,11.64556,2.884,2.3
2973,12.666666666666664,1.38084,4.666666666666667,26.621686666666665,11.354766666666668,2.806666666666666,6.0
2974,10.0,0.76486,4.8,20.077018,11.33044,2.7060000000000004,6.0
2975,19.33333333333333,2.65644,4.666666666666667,39.987666666666655,9.35033333333334,2.14,6.5
2976,21.5,2.1154,5.0,49.50308166666667,11.143366666666669,2.81,6.0
2977,23.0,0.487,4.8,48.7195,12.0278,2.764,2.5
2978,14.4,1.79976,4.8,31.937418,11.33182,2.684,6.3
2979,49.0,6.16352,5.6,119.6295,9.65936,2.3680000000000003,3.0
2980,12.6,1.74944,3.2,24.808518,11.023840000000002,2.572,5.5
2981,12.2,1.99192,4.8,24.808518,11.20276,2.727,6.0
2982,13.6,0.87554,4.0,29.568292,10.629,2.752,3.0
2983,48.5,7.01317,4.5,116.3255,8.12415,2.28,2.5
2984,10.6,0.77755,4.8,20.2988926326,11.023840000000002,2.644,6.5
2985,0.0,0.93524,0.0,0.0,0.0,0.0,6.0
2986,11.6,1.61291,4.0,23.231818,11.909720000000002,2.752,6.0
2987,39.5,4.90209,5.3,90.2267,8.79744,2.295,2.8
2988,10.375,1.00843,3.75,22.8103284375,10.9196125,2.6703125,5.5
2989,22.6,2.26855,4.8,49.224449375000006,11.20276,2.757,5.8
2990,10.6,0.49724,4.8,20.2988926326,10.987245,2.6870000000000003,5.8
2991,17.333333333333332,1.49127,5.166666666666667,38.979225333,11.754416666666666,2.8766666666666665,4.8
2992,10.0,1.12928,4.8,20.3920334,10.565180000000002,2.708,6.0
2993,13.8,1.24267,4.8,27.188418,11.20276,2.66,5.5
2994,10.2,0.88024,4.8,22.9889468,10.909175,2.24,6.8
2995,13.6,1.66969,5.6,29.568292,12.0034,2.8680000000000003,3.8
2996,6.666666666666668,0.58344,4.0,13.165070041500002,12.874275000000004,2.77,4.0
